HID	humanGene	mouseGene
31141	TERT	Tert
31142	THBS1	Thbs1
31144	TMPO	Tmpo
31145	CLEC3B	Clec3b
31147	TUB	Tub
31150	UVRAG	Uvrag
31152	WEE1	Wee1
31159	TRIM26	Trim26
31161	BSN	Bsn
31164	ZYX	Zyx
31165	AKAP1	Akap1
31166	CDC7	Cdc7
31181	BCAR3	Bcar3
31183	DUSP11	Dusp11
31185	PPM1D	Ppm1d
31187	BLZF1	Blzf1
31189	TP63	Trp63
31190	RNASET2	Rnaset2b
31190	RNASET2	Rnaset2a
31194	CTSF	Ctsf
31196	MYOM1	Myom1
31199	CREG1	Creg1
31200	CDK5R1	Cdk5r1
31202	SQSTM1	Sqstm1
31203	CCNA1	Ccna1
31205	SGCE	Sgce
31206	TIMELESS	Timeless
31207	HERC1	Herc1
31208	NOL3	Nol3
31212	CAPN5	Capn5
31213	CHN2	Chn2
31216	FDX1	Fdx1
31219	GYG1	Gyg
31220	LLGL1	Llgl1
31221	ORC1	Orc1
31223	GFI1B	Gfi1b
31224	SOX14	Sox14
31227	PKMYT1	Pkmyt1
31228	PIGQ	Pigq
31231	STK17B	Stk17b
31232	RECQL5	Recql5
31233	BAG2	Bag2
31234	ASCL1	Ascl1
31238	ATF6B	Atf6b
31239	DUSP8	Dusp8
31245	PSPH	Psph
31247	SLC9A5	Slc9a5
31249	TTC4	Ttc4
31250	LRP8	Lrp8
31251	BRPF1	Brpf1
31252	USP11	Usp11
31253	DYRK1B	Dyrk1b
31254	CTDP1	Ctdp1
31255	REPS2	Reps2
31257	MAGI1	Magi1
31258	DLGAP1	Dlgap1
31259	TBRG4	Tbrg4
31260	AIMP1	Aimp1
31262	CYTH1	Cyth1
31263	KCNB2	Kcnb2
31265	STOML1	Stoml1
31266	KCNK6	Kcnk6
31267	GGPS1	Ggps1
31269	ITM2A	Itm2a
31270	BAG4	Bag4
31272	ATP6V1G1	Atp6v1g1
31275	MTL5	Mtl5
31276	ZFP36L1	Zfp36l1
31279	JARID2	Jarid2
31281	OXA1L	Oxa1l
31283	PPID	Ppid
31286	SEL1L	Sel1l
31288	OXSR1	Oxsr1
31289	THRAP3	Thrap3
31292	DGCR2	Dgcr2
31293	GNG7	Gng7
31294	USP10	Usp10
31296	PHOX2A	Phox2a
31297	ATOH1	Atoh1
31298	CA3	Car3
31301	GAS2	Gas2
31303	GPR3	Gpr3
31310	SMAD4	Smad4
31311	MYB	Myb
31314	MAPK8IP1	Mapk8ip1
31315	MAFB	Mafb
31318	HNRNPH1	Hnrnph1
31323	MEP1A	Mep1a
31330	RBM10	Rbm10
31331	TAF1B	Taf1b
31334	TOB1	Tob1
31336	RBM6	Rbm6
31337	FLOT1	Flot1
31343	TRAIP	Traip
31344	MAK	Mak
31346	MAP3K4	Map3k4
31347	MLLT6	Mllt6
31352	EXO1	Exo1
31353	HDAC6	Hdac6
31355	TNIP1	Tnip1
31358	SEMA3A	Sema3a
31360	PAX9	Pax9
31361	PDGFRA	Pdgfra
31363	PEG3	Peg3
31368	XRCC1	Xrcc1
31369	HSPB3	Hspb3
31370	NCOR2	Ncor2
31375	CREB3	Creb3
31376	UNC13B	Unc13b
31378	APPBP2	Appbp2
31381	COLEC10	Colec10
31382	HEXIM1	Hexim1
31384	IVNS1ABP	Ivns1abp
31386	LGALS8	Lgals8
31387	PTPRE	Ptpre
31389	SLBP	Slbp
31392	POP4	Pop4
31399	TRAFD1	Trafd1
31400	NUDT3	Nudt3
31401	PLAGL1	Plagl1
31402	FKTN	Fktn
31403	FOSB	Fosb
31404	RBM3	Gm15453
31404	RBM3	Rbm3
31405	TNNT3	Tnnt3
31406	BTG2	Btg2
31409	OS9	Os9
31410	RIPK3	Ripk3
31411	SRSF1	Srsf1
31412	SLC5A3	Slc5a3
31415	SNRNP35	Snrnp35
31419	HNRNPUL1	Hnrnpul1
31420	ATE1	Ate1
31421	TBC1D8	Tbc1d8
31425	NUDT6	Nudt6
31426	USF1	Usf1
31428	SLMAP	Slmap
31430	WIF1	Wif1
31431	MRPL3	Mrpl3
31432	RPL35	Rpl35
31434	FKBP9	Fkbp9
31475	DUT	Dut
31512	TSSK2	Tssk2
31513	ASNA1	Asna1
31525	ILKAP	Ilkap
31589	ARMC3	Armc3
31656	DNAJC2	Dnajc2
31662	SH3YL1	Sh3yl1
31675	MPC2	Mpc2
31683	SHQ1	Shq1
31761	PIGO	Pigo
31777	MAPK14	Mapk14
31779	ZEB1	Zeb1
31881	EPS15L1	Eps15l1
31893	SLC13A1	Slc13a1
31909	ABCG5	Abcg5
31924	NOB1	Nob1
31928	PDP1	Pdp1
31942	MPST	Mpst
31955	FDX1L	Fdx1l
31961	TLDC2	Tldc2
31978	BTAF1	Btaf1
31983	MRS2	Mrs2
31984	GLRX5	Glrx5
31996	YME1L1	Yme1l1
32011	KIF22	Kif22
32015	ATF6	Atf6
32016	PLA2R1	Pla2r1
32020	C1QC	C1qc
32022	CNGA2	Cnga2
32030	GATA2	Gata2
32031	GATA5	Gata5
32032	BSCL2	Bscl2
32036	LRRN1	Lrrn1
32038	BLNK	Blnk
32039	MESP1	Mesp1
32040	MOBP	Mobp
32045	MYBL1	Mybl1
32046	MYO1C	Myo1c
32049	NOTCH1	Notch1
32050	NPDC1	Npdc1
32051	NRG3	Nrg3
32052	SEBOX	Sebox
32054	PCTP	Pctp
32055	PDGFA	Pdgfa
32059	PLA2G4A	Pla2g4a
32062	PXMP2	Pxmp2
32064	RELA	Rela
32067	CLPB	Clpb
32072	TEX9	Tex9
32075	ZIC4	Zic4
32076	ZIK1	Zik1
32079	APBB2	Apbb2
32084	DAB1	Dab1
32085	RHBDF1	Rhbdf1
32089	GAMT	Gamt
32092	HAND2	Hand2
32093	HCN1	Hcn1
32094	HEPH	Heph
32095	HOXB4	Hoxb4
32109	LIG3	Lig3
32110	MEA1	Mea1
32111	MELK	Melk
32114	NFYA	Nfya
32115	PIKFYVE	Pikfyve
32116	CYTH2	Cyth2
32117	RAD17	Rad17
32118	RAD9A	Rad9a
32119	ROBO3	Robo3
32121	SDF4	Sdf4
32122	SH2B1	Sh2b1
32123	SHCBP1	Shcbp1
32124	SIN3A	Sin3a
32130	VNN1	Vnn1
32132	ZFP1	Zfp1
32138	DAPP1	Dapp1
32140	POLK	Polk
32141	RPL8	Rpl8
32142	ATF5	Atf5
32143	APPL1	Appl1
32146	SCMH1	Scmh1
32148	TFEC	Tfec
32150	KCNH3	Kcnh3
32151	ESPL1	Espl1
32153	LDOC1	Ldoc1
32155	DNAJB9	Dnajb9
32157	SETDB1	Setdb1
32160	WBP2	Wbp2
32167	MYRF	Myrf
32171	SNX10	Snx10
32172	EPN1	Epn1
32173	TIMM22	Timm22
32175	MKRN1	Mkrn1
32177	GDF7	Gdf7
32180	RTN2	Rtn2
32187	ZNF354B	Zfp354b
32193	MOCS2	Mocs2
32194	PDE7B	Pde7b
32195	RNF11	Rnf11
32196	HDGFRP3	Hdgfrp3
32197	FBXW4	Fbxw4
32198	FBXL12	Fbxl12
32199	CBX8	Cbx8
32200	IQCJ-SCHIP1	Gm21949
32202	DCPS	Dcps
32203	OSTM1	Ostm1
32204	GIT1	Git1
32205	MRPS18B	Mrps18b
32208	CCDC59	Ccdc59
32209	GTPBP8	Gtpbp8
32210	MRPL15	Mrpl15
32211	TIMM21	Timm21
32212	SUCO	Suco
32215	DDX58	Ddx58
32219	GRHL1	Grhl1
32221	CXXC1	Cxxc1
32227	KNTC1	Kntc1
32229	ATG13	Atg13
32232	KIAA0141	0610009O20Rik
32233	PJA2	Pja2
32235	SMG7	Smg7
32236	SV2B	Sv2b
32237	SV2A	Sv2a
32238	ANAPC10	Anapc10
32240	KDM1A	Kdm1a
32244	LRCH1	Lrch1
32246	RCOR1	Rcor1
32249	SATB2	Satb2
32251	ANGEL1	Angel1
32254	ARHGEF18	Arhgef18
32256	SUZ12	Suz12
32257	MORC3	Morc3
32258	ANAPC13	Anapc13
32260	BRMS1	Brms1
32263	POT1	Pot1a
32264	NOL11	Nol11
32265	CRELD1	Creld1
32269	RPAP1	Rpap1
32271	IPCEF1	Ipcef1
32272	LTN1	Ltn1
32274	EPC2	Epc2
32276	IRF2BP1	Irf2bp1
32278	GPKOW	Gpkow
32282	PCF11	Pcf11
32284	PLEKHA8	Plekha8
32285	METTL13	Mettl13
32286	MRPL4	Mrpl4
32288	KLF13	Klf13
32289	NDUFAF1	Ndufaf1
32293	RRP15	Rrp15
32294	MRPL48	Mrpl48
32297	AIG1	Aig1
32299	GDF2	Gdf2
32300	HECA	Heca
32301	FAM8A1	C78339
32302	YTHDF2	Ythdf2
32304	SELT	Selt
32306	ARPP21	Arpp21
32307	SS18L2	Deb1
32308	CMPK1	Cmpk1
32309	REV1	Rev1
32310	RHCG	Rhcg
32311	CTDSPL2	Ctdspl2
32313	DTL	Dtl
32315	ZC3HC1	Zc3hc1
32316	C9orf156	5830415F09Rik
32317	MRPL51	Mrpl51
32318	MTFP1	Mtfp1
32319	ZCCHC17	Zcchc17
32320	KBTBD4	Kbtbd4
32328	PLAC8	Plac8
32330	NGRN	Ngrn
32331	ZAK	Zak
32333	MXD3	Mxd3
32336	NFATC1	Nfatc1
32338	ATOH7	Atoh7
32339	EFEMP2	Efemp2
32340	RAB3IP	Rab3ip
32344	ARID1B	Arid1b
32345	ZNF821	Zfp821
32346	POGK	Pogk
32349	ZCCHC8	Zcchc8
32350	DONSON	Donson
32351	SUV420H1	Suv420h1
32352	KLHL24	Klhl24
32354	NDE1	Nde1
32355	SWT1	Swt1
32357	ASPN	Aspn
32361	TEX10	Tex10
32362	G2E3	G2e3
32365	BTBD2	Btbd2
32367	KANSL2	Kansl2
32368	DUSP23	Dusp23
32370	SDHAF2	Sdhaf2
32372	SSH3	Ssh3
32373	TIPIN	Tipin
32374	C4orf27	2700029M09Rik
32375	TTC12	Ttc12
32376	TMCO3	Tmco3
32377	PRPF39	Prpf39
32378	ZNHIT6	Znhit6
32379	TRMT12	Trmt12
32380	SLC30A6	Slc30a6
32381	ZWILCH	Zwilch
32383	IFT57	Ift57
32385	MED9	Med9
32386	BSDC1	Bsdc1
32387	NETO2	Neto2
32388	DALRD3	Dalrd3
32391	MRPS18A	Mrps18a
32392	TBCCD1	Tbccd1
32393	SMG8	Smg8
32395	PLEKHG6	Plekhg6
32396	N4BP2	N4bp2
32399	HMG20A	Hmg20a
32400	USP40	Usp40
32402	NUP133	Nup133
32403	TMEM184C	Tmem184c
32405	PI4K2B	Pi4k2b
32408	LARP6	Larp6
32409	FAM63A	Fam63a
32414	TEX2	Tex2
32415	PBK	Pbk
32417	WSB2	Wsb2
32422	WDR4	Wdr4
32423	UNC45A	Unc45a
32425	AGPAT6	Agpat6
32426	SEMA6A	Sema6a
32427	GNG12	Gng12
32428	TMEM131	Tmem131
32429	PCDHB7	Pcdhb15
32430	RIN2	Rin2
32433	ELP4	Elp4
32434	APBB1IP	Apbb1ip
32436	MRPL50	Mrpl50
32438	CRLS1	Crls1
32439	ZMAT5	Zmat5
32440	RGS3	Rgs3
32441	MEFV	Mefv
32442	GRASP	Grasp
32443	RABGGTA	Rabggta
32444	PIGP	Pigp
32447	MEPCE	Mepce
32448	RBCK1	Rbck1
32452	AKAP10	Akap10
32456	SPHK2	Sphk2
32457	B3GALNT1	B3galnt1
32460	NDUFAF3	Ndufaf3
32463	STARD7	Stard7
32465	C11orf30	2210018M11Rik
32466	SMYD2	Smyd2
32467	TULP4	Tulp4
32469	HHIP	Hhip
32473	C12orf5	9630033F20Rik
32474	INTS12	Ints12
32475	MRPL47	Mrpl47
32476	TBX20	Tbx20
32477	TUBGCP6	Tubgcp6
32481	RHBDD2	Rhbdd2
32484	GATAD2B	Gatad2b
32485	CASKIN2	Caskin2
32487	MKL1	Mkl1
32488	SCAPER	Scaper
32490	STIM2	Stim2
32491	LRCH2	Lrch2
32492	EPB41L5	Epb4.1l5
32493	WNK3	Wnk3
32494	TLDC1	Tldc1
32495	GPR108	Gpr108
32496	NCOA5	Ncoa5
32503	NEURL1	Neurl1a
32504	FAM181B	Fam181b
32506	GPR180	Gpr180
32507	MLXIPL	Mlxipl
32509	NUP160	Nup160
32510	MIDN	Midn
32512	AKAP14	Akap14
32513	AP4S1	Ap4s1
32514	TGIF2	Tgif2
32516	SLC5A7	Slc5a7
32517	SAV1	Sav1
32519	CENPH	Cenph
32520	PPP1R11	Ppp1r11
32521	RBP7	Rbp7
32523	GAN	Gan
32526	MRPL17	Mrpl17
32527	PKNOX2	Pknox2
32531	EGLN3	Egln3
32532	CHTF18	Chtf18
32533	SLC28A3	Slc28a3
32534	XYLT1	Xylt1
32535	IFIH1	Ifih1
32536	EIF4H	Eif4h
32538	UNC5B	Unc5b
32539	SLC26A1	Slc26a1
32540	POPDC3	Popdc3
32543	NSD1	Nsd1
32544	SIL1	Sil1
32545	ZMAT3	Zmat3
32546	KLHL25	Klhl25
32547	DCLRE1C	Dclre1c
32548	SUV39H2	Suv39h2
32549	CCDC14	Ccdc14
32550	RNF38	Rnf38
32551	DEPTOR	Deptor
32553	DCLRE1B	Dclre1b
32554	MRPS11	Mrps11
32562	MRPS34	Mrps34
32564	ERCC6L2	Ercc6l2
32565	MRPS9	Mrps9
32566	INO80B	Ino80b
32567	NDEL1	Ndel1
32570	GRAMD3	Gramd3
32572	ASB8	Asb8
32573	WDR18	Wdr18
32574	TBC1D20	Tbc1d20
32575	C6orf106	D17Wsu92e
32576	GNPTAB	Gnptab
32577	NOL12	Nol12
32579	RBM42	Rbm42
32580	EFHD2	Efhd2
32581	DCAF10	Dcaf10
32582	DPY30	Dpy30
32584	SH3BP5L	Sh3bp5l
32586	MCPH1	Mcph1
32588	OGFOD2	Ogfod2
32589	NOL9	Nol9
32590	GTDC1	Gtdc1
32592	LIN28A	Lin28a
32594	TXNDC15	Txndc15
32596	ACBD4	Acbd4
32598	KLHL36	Klhl36
32599	C12orf49	2410131K14Rik
32601	ARMC5	Armc5
32604	NUDT18	Nudt18
32605	ZC3H14	Zc3h14
32607	CAAP1	Caap1
32608	TGS1	Tgs1
32609	THNSL1	Thnsl1
32610	NAA60	Naa60
32611	ATAD5	Atad5
32615	DHDDS	Dhdds
32616	GRHL2	Grhl2
32617	ESRP2	Esrp2
32618	WWC2	Wwc2
32622	SIKE1	Sike1
32623	PQLC1	Pqlc1
32625	FAM214B	Fam214b
32627	EPC1	Epc1
32630	MED11	Med11
32633	MPLKIP	Mplkip
32634	DNAJC5B	Dnajc5b
32636	MRPS15	Mrps15
32637	GAPVD1	Gapvd1
32638	HENMT1	Henmt1
32639	CCDC96	Ccdc96
32642	SLC16A9	Slc16a9
32644	TRIM59	Trim59
32646	FAM210B	Fam210b
32647	MRPL45	Mrpl45
32648	HIGD2A	Higd2a
32649	NRARP	Nrarp
32650	CDT1	Cdt1
32651	ERI1	Eri1
32652	KCTD10	Kctd10
32653	FRMD8	Frmd8
32658	YIPF4	Yipf4
32659	TPPP3	Tppp3
32661	C6orf57	1110058L19Rik
32665	FAM135A	Fam135a
32666	RNASEH2C	Rnaseh2c
32667	GTSF1L	Gtsf1l
32668	ZDHHC21	Zdhhc21
32669	CPSF4L	Cpsf4l
32671	ZFAND2B	Zfand2b
32672	PINK1	Pink1
32675	MRPL30	Mrpl30
32677	LRR1	Lrr1
32678	TTL	Ttl
32679	ZMYND8	Zmynd8
32680	METTL18	Mettl18
32684	WDR20	Wdr20
32688	SPATA24	Spata24
32689	ZSWIM2	Zswim2
32691	ARHGEF25	Arhgef25
32693	LSM11	Lsm11
32695	LRPPRC	Lrpprc
32697	NPHP3	Nphp3
32699	ESYT2	Esyt2
32700	SYVN1	Syvn1
32701	CCDC97	Ccdc97
32702	PAQR8	Paqr8
32705	SGMS2	Sgms2
32706	SNX29	Snx29
32709	CCDC83	Ccdc83
32711	MRPL32	Mrpl32
32718	LCA5	Lca5
32720	GLT8D1	Glt8d1
32722	SRXN1	Srxn1
32726	MRPS5	Mrps5
32727	POLQ	Polq
32729	SPATA2L	Spata2l
32731	ABTB1	Abtb1
32740	KCNH6	Kcnh6
32741	GDPD5	Gdpd5
32743	CSRNP2	Csrnp2
32744	PVRL4	Pvrl4
32746	LAS1L	Las1l
32752	RNF208	Rnf208
32754	ARHGAP24	Arhgap24
32756	CAMKK2	Camkk2
32757	FBXW10	Fbxw10
32760	GHDC	Ghdc
32762	TBC1D10A	Tbc1d10a
32764	SPRTN	Sprtn
32766	BRIP1	Brip1
32770	ZRANB3	Zranb3
32771	WDR75	Wdr75
32772	CHD6	Chd6
32774	METTL25	Mettl25
32776	IQCG	Iqcg
32778	KIAA1804	BC021891
32779	DOT1L	Dot1l
32780	C15orf41	BC052040
32781	FAXC	Faxc
32785	SLC9A7	Slc9a7
32787	PPP1R9B	Ppp1r9b
32789	USP30	Usp30
32790	FUT10	Fut10
32791	CYHR1	Cyhr1
32792	SUV420H2	Suv420h2
32794	RPUSD4	Rpusd4
32795	POMGNT2	Pomgnt2
32796	TMTC4	Tmtc4
32798	ZNF382	Zfp382
32799	ORAI2	Orai2
32802	PNISR	Sfrs18
32816	CECR5	Cecr5
32819	BOC	Boc
32904	ZMYM1	Zmym1
32919	ATP11B	Atp11b
32936	MRPL21	Mrpl21
32963	TCEAL5	Tceal5
33129	TMEM63C	Tmem63c
33158	PPM1L	Ppm1l
33161	ATP5J2-PTCD1	Ptcd1
33167	LCLAT1	Lclat1
33184	LRRC30	Lrrc30
33228	RNF31	Rnf31
33303	CLK2	Clk2
33332	ABCA9	Abca9
33431	COG7	Cog7
33436	GDPGP1	Gdpgp1
33447	SRRD	Srrd
33470	MAATS1	Maats1
33472	DACH2	Dach2
33473	SLC18B1	Slc18b1
33474	GADD45GIP1	Gadd45gip1
33475	RCSD1	Rcsd1
33483	ZP1	Zp1
33552	SLC35F1	Slc35f1
33586	DUSP15	Dusp15
33597	PHACTR1	Phactr1
33615	TMEM189	Tmem189
33641	ZNF597	Zfp597
33650	BOLL	Boll
33783	RNF150	Rnf150
33799	WFDC8	Wfdc8
33836	EDEM1	Edem1
33850	BEST3	Best3
33907	PXDN	Pxdn
34027	SOX30	Sox30
34076	SLC39A10	Slc39a10
34130	ASB7	Asb7
34134	BMP2K	Bmp2k
34137	SRCRB4D	Srcrb4d
34139	DIDO1	Dido1
34248	COLEC12	Colec12
34254	PTAR1	Ptar1
34290	IRF2BP2	Irf2bp2
34298	RNF185	Rnf185
34300	BTBD7	Btbd7
34313	ZSWIM8	Zswim8
34317	RICTOR	Rictor
34318	SLC16A14	Slc16a14
34364	SLC47A1	Slc47a1
34378	ADCK5	Adck5
34495	ATG9A	Atg9a
34521	USP53	Usp53
34523	ZKSCAN1	Zkscan1
34525	SFT2D1	Sft2d1
34534	LRRC6	Lrrc6
34562	HEATR1	Heatr1
34582	BDP1	Bdp1
34602	ATPAF2	Atpaf2
34616	GPR133	Gpr133
34623	DNAL1	Dnal1
34653	METTL16	Mettl16
34661	IBTK	Ibtk
34675	VPS51	Vps51
34695	C7orf60	B630005N14Rik
34700	RHBDL3	Rhbdl3
34701	FAM181A	Fam181a
34702	C19orf52	1810026J23Rik
34705	MARCH9	March9
34706	SAAL1	Saal1
34707	KLHDC7B	Klhdc7b
34708	ZGRF1	4930422G04Rik
34709	TRIM40	Trim40
34710	MYO16	Myo16
34713	ABRA	Abra
34714	TRUB1	Trub1
34715	DAGLB	Daglb
34718	DEPDC5	Depdc5
34730	KIAA0100	2610507B11Rik
34786	CCDC6	Ccdc6
34797	PPP1R3E	Ppp1r3e
34805	TRAPPC12	Trappc12
34825	ZBTB49	Zbtb49
34835	ARRDC1	Arrdc1
34917	GPR179	Gpr179
34920	ANKRD22	Ankrd22
34921	GABPB2	Gabpb2
34922	ZDHHC19	Zdhhc19
34923	LRGUK	Lrguk
34926	RMDN3	Rmdn3
34935	MSANTD4	Msantd4
34938	ALDH16A1	Aldh16a1
34940	ARID5A	Arid5a
34954	OR8H2	Olfr1100
34980	LONRF1	Lonrf1
34981	FAM210A	Fam210a
34983	SAMD11	Samd11
34984	DUSP18	Dusp18
34988	MARCH10	March10
34989	GLIS3	Glis3
34991	YTHDF3	Ythdf3
34992	CCDC137	Ccdc137
34993	RBM12	Rbm12
34996	ANKFN1	Ankfn1
34999	RNF19B	Rnf19b
35002	NEURL3	Neurl3
35064	STRIP1	Strip1
35065	FAM214A	Fam214a
35066	VGLL2	Vgll2
35098	SMYD4	Smyd4
35106	C12orf65	2810006K23Rik
35136	ARHGAP35	Grlf1
35210	SAFB2	Safb2
35217	RASAL2	Rasal2
35221	DDHD1	Ddhd1
35234	PDDC1	Pddc1
35238	DENND2A	Dennd2a
35239	NHLRC3	Nhlrc3
35243	FOXJ3	Foxj3
35244	OTOP1	Otop1
35248	OLFML2A	Olfml2a
35249	KIRREL2	Kirrel2
35252	LIN9	Lin9
35254	FITM2	Fitm2
35257	ARSJ	Arsj
35258	TSHZ2	Tshz2
35259	KCNRG	Kcnrg
35262	C3orf33	E130311K13Rik
35268	SAMD4B	Samd4b
35272	C19orf47	2310022A10Rik
35276	HEG1	Heg1
35278	MYLK3	Mylk3
35279	ZCCHC11	Zcchc11
35284	WFIKKN2	Wfikkn2
35303	INTS5	Ints5
35305	METTL4	Mettl4
35306	KIAA1456	6430573F11Rik
35308	KIF6	Kif6
35309	CCDC66	Ccdc66
35310	MARCH3	March3
35313	GEN1	Gen1
35315	CEP128	Cep128
35317	PLEKHH2	Plekhh2
35319	TMEM201	Tmem201
35321	ATMIN	Atmin
35328	ZC3H6	Zc3h6
35330	AGBL3	Agbl3
35333	HPS5	Hps5
35335	RNF166	Rnf166
35347	ANKRD37	Ankrd37
35357	SELV	BC089491
35359	ENTHD2	Enthd2
35360	TET3	Tet3
35364	NANOS2	Nanos2
35367	CPM	Cpm
35370	OTUD4	Otud4
35372	WSCD2	Wscd2
35373	CRAMP1L	Cramp1l
35374	ANKRD28	Ankrd28
35378	FANCM	Fancm
35386	VSIG10L	Vsig10l
35388	FREM3	Frem3
35389	PARD3B	Pard3b
35390	CDR2L	Cdr2l
35399	CISD3	Gm20267
35399	CISD3	Cisd3
35401	ATXN7L3	Atxn7l3
35405	IRG1	Irg1
35407	RANBP3L	Ranbp3l
35410	RBM27	Rbm27
35412	C5orf63	C330018D20Rik
35415	TAF3	Taf3
35416	C9orf116	1700007K13Rik
35420	USP24	Usp24
35424	ANKLE2	Ankle2
35425	USP42	Usp42
35430	LRRC52	Lrrc52
35443	NEURL1B	Neurl1b
35455	CCDC18	Ccdc18
35456	VWDE	Vwde
35459	USP35	Usp35
35462	ZC3H12C	Zc3h12c
35470	ZMYM4	Zmym4
35472	NUP98	Nup98
35474	GPR152	Gpr152
35476	TSEN54	Tsen54
35477	RAPGEF2	Rapgef2
35479	SPACA5B	Spaca5
35479	SPACA5	Spaca5
35491	PNMAL2	Pnmal2
35506	ANKRD7	Ankrd7
35507	SPIRE1	Spire1
35527	CLEC2L	Clec2l
35542	NCKAP5	Nckap5
35553	OVOL3	Ovol3
35606	CES1	Ces1d
35977	DRC1	Drc1
35979	SAMD12	Samd12
36008	C1orf95	6330403A02Rik
36018	SERPIND1	Serpind1
36024	IAPP	Iapp
36025	THRB	Thrb
36030	C4B	C4b
36030	C4B	C4a
36030	C4A	C4b
36030	C4A	C4a
36035	CHRNB3	Chrnb3
36040	CYP27A1	Cyp27a1
36058	SLC25A4	Slc25a4
36061	CA11	Car11
36063	CHAD	Chad
36067	FABP4	Fabp4
36075	ATP1B2	Atp1b2
36081	CDKN2D	Cdkn2d
36082	COX7A2	Cox7a2
36085	FKBP4	Fkbp4
36099	OMG	Omg
36101	PCDH7	Pcdh7
36108	SPN	Spn
36115	VDAC3	Vdac3
36142	NOL4	Nol4
36143	SNX4	Snx4
36144	SNX3	Snx3
36148	F2RL3	F2rl3
36149	ANXA7	Anxa7
36150	S100G	S100g
36151	F2RL2	F2rl2
36154	RAB1A	Rab1
36159	CTSH	Ctsh
36160	NFKBIE	Nfkbie
36163	VAPB	Vapb
36164	SRSF11	Srsf11
36169	ADAMTS4	Adamts4
36170	DNAJA3	Dnaja3
36174	GPR34	Gpr34
36176	NNAT	Nnat
36178	XRCC3	Xrcc3
36179	SH2B3	Sh2b3
36183	MAB21L1	Mab21l1
36184	GPR55	Gpr55
36189	IGSF6	Igsf6
36193	IK	Ik
36195	OMP	Omp
36199	NPEPPS	Npepps
36200	VAT1	Vat1
36201	SEMA3C	Sema3c
36205	LRBA	Lrba
36206	SLA	Sla
36212	ND5	ND5
36213	CRYGD	Crygd
36215	IRAK3	Irak3
36231	TECR	Tecr
36269	ALG12	Alg12
36278	AFP	Afp
36281	CRYGC	Crygc
36296	SCIN	Scin
36302	ANGPT4	Angpt4
36304	CASP14	Casp14
36308	NR6A1	Nr6a1
36314	LBX2	Lbx2
36315	LRRN3	Lrrn3
36321	TIMP1	Timp1
36322	TIMP3	Timp3
36323	CAPN10	Capn10
36325	NAT6	Nat6
36327	TRIM32	Trim32
36328	MYO10	Myo10
36330	GPR171	Gpr171
36341	TMEM14A	Tmem14a
36344	RTCB	Rtcb
36349	ARHGAP26	Arhgap26
36361	LXN	Lxn
36363	SLC35F2	Slc35f2
36367	RNPEPL1	Rnpepl1
36371	CTTNBP2NL	Cttnbp2nl
36377	PCDHGA7	Pcdhga7
36381	PRODH2	Prodh2
36383	SCUBE2	Scube2
36384	IFNK	Ifnk
36386	PPP2R2C	Ppp2r2c
36388	PDP2	Pdp2
36389	ZNF317	Zfp317
36392	NMB	Nmb
36393	XK	Xk
36397	NAP1L5	Nap1l5
36398	CAMK2N2	Camk2n2
36399	SIGIRR	Sigirr
36400	FASTKD5	Fastkd5
36403	LRRC4	Lrrc4
36404	TMBIM1	Tmbim1
36409	RANBP17	Ranbp17
36410	LRRC19	Lrrc19
36411	SPPL2A	Sppl2a
36415	LRFN4	Lrfn4
36419	TMEM204	Tmem204
36420	FASTKD1	Fastkd1
36422	STEAP4	Steap4
36423	ZNF750	Zfp750
36424	TMC7	Tmc7
36425	WDR96	Wdr96
36427	TRABD	Trabd
36428	DNAJC30	Dnajc30
36436	CISD2	Cisd2
36441	KCTD4	Kctd4
36455	PPP6R2	Ppp6r2
36463	ARPC5L	Arpc5l
36468	LRG1	Lrg1
36472	GPR146	Gpr146
36473	EGFL8	Egfl8
36476	RSPH6A	Rsph6a
36477	WBSCR16	Wbscr16
36483	EMILIN2	Emilin2
36487	PARD6G	Pard6g
36493	SNURF	Snurf
36501	CPNE1	Cpne1
36635	DAAM1	Daam1
36819	PPM1K	Ppm1k
36822	SAMD10	Samd10
36824	GPR82	Gpr82
36864	DNLZ	Dnlz
36871	CCDC172	Ccdc172
36891	ZDHHC1	Zdhhc1
36929	VASN	Vasn
36931	HSPB6	Hspb6
36932	RBM47	Rbm47
36972	TSPEAR	Tspear
36977	PDIK1L	Pdik1l
36999	OR5W2	Olfr1151
37000	OR6C68	Olfr799
37000	OR6C68	Olfr781
37077	TENC1	Tenc1
37089	ZNF775	Zfp775
37096	BRICD5	Bricd5
37106	SAMD5	Samd5
37110	LRRTM3	Lrrtm3
37118	KRT26	Krt26
37121	FILIP1L	Filip1l
37122	ZNF516	Zfp516
37125	RASSF6	Rassf6
37139	CYP27B1	Cyp27b1
37159	CEP152	Cep152
37198	C4orf46	4930579G24Rik
37248	A2M	A2m
37249	ADA	Ada
37250	ADRB3	Adrb3
37251	AGXT	Agxt
37255	BTD	Btd
37256	CA2	Car2
37257	CACNA1S	Cacna1s
37258	LOC102724560	Cbs
37258	CBS	Cbs
37259	CLN3	Cln3
37263	TOR1A	Tor1a
37264	TAZ	Taz
37268	GAA	Gaa
37271	GUSB	Gusb
37273	HK2	Hk2
37276	LHCGR	Lhcgr
37277	LIPA	Lipa
